Retailer;Retailer ID;Date;Month;Region;State;Beverage Brand;Category;Price per Unit;Units Sold;Week Number;days of week;Sugar/No sugar;POPULATION DENSITY;WEATHER°C
Sodapop;1185732;10/09/2022;1;Midwest;South Dakota;Diet Coke;Soda;$0.35 ;2.75;37;Saturday;No Sugar;12;38.29
Sodapop;1185732;10/09/2022;1;Midwest;South Dakota;Sprite;Soda;$0.30 ;1.75;37;Sunday;Sugar;12;22.52
Sodapop;1185732;10/09/2022;1;Midwest;South Dakota;Fanta;Soda;$0.30 ;1.5;37;Monday;Sugar;12;12.72
Sodapop;1185732;10/09/2022;1;Midwest;South Dakota;Powerade;Sports Drink;$0.40 ;1.5;37;Tuesday;Sugar;12;9.12
Sodapop;1185732;10/09/2022;1;Midwest;South Dakota;Dasani Water;Water;$0.45 ;2.25;37;Wednesday;No Sugar;12;18.74
Sodapop;1185732;09/10/2022;1;Midwest;South Dakota;Coca-Cola;Soda;$0.50 ;4;42;Thursday;Sugar;12;36.47
Sodapop;1185732;09/10/2022;1;Midwest;South Dakota;Diet Coke;Soda;$0.40 ;2.5;42;Friday;No Sugar;12;12.92
Sodapop;1185732;09/10/2022;1;Midwest;South Dakota;Sprite;Soda;$0.40 ;1.5;42;Saturday;Sugar;12;20.86
Sodapop;1185732;09/10/2022;1;Midwest;South Dakota;Fanta;Soda;$0.40 ;1.25;42;Sunday;Sugar;12;25.53
Sodapop;1185732;09/10/2022;1;Midwest;South Dakota;Powerade;Sports Drink;$0.50 ;1.25;42;Monday;Sugar;12;16.87
Sodapop;1185732;09/10/2022;1;Midwest;South Dakota;Dasani Water;Water;$0.55 ;2.5;42;Tuesday;No Sugar;12;39.52
Sodapop;1185732;09/11/2022;1;Midwest;South Dakota;Coca-Cola;Soda;$0.50 ;4;46;Wednesday;Sugar;12;38.2
Sodapop;1185732;09/11/2022;1;Midwest;South Dakota;Diet Coke;Soda;$0.40 ;2.5;46;Thursday;No Sugar;12;23.72
Sodapop;1185732;09/11/2022;1;Midwest;South Dakota;Sprite;Soda;$0.40 ;1.95;46;Friday;Sugar;12;28.99
Sodapop;1185732;09/11/2022;1;Midwest;South Dakota;Fanta;Soda;$0.40 ;1.75;46;Saturday;Sugar;12;7.11
Sodapop;1185732;09/11/2022;1;Midwest;South Dakota;Powerade;Sports Drink;$0.60 ;1.5;46;Sunday;Sugar;12;37.19
Sodapop;1185732;09/11/2022;1;Midwest;South Dakota;Dasani Water;Water;$0.65 ;2.5;46;Monday;No Sugar;12;11.25
Sodapop;1185732;08/12/2022;1;Midwest;South Dakota;Coca-Cola;Soda;$0.60 ;5;50;Tuesday;Sugar;12;27.85
Sodapop;1185732;08/12/2022;1;Midwest;South Dakota;Diet Coke;Soda;$0.50 ;3;50;Wednesday;No Sugar;12;20.01
Sodapop;1185732;08/12/2022;1;Midwest;South Dakota;Sprite;Soda;$0.50 ;2.5;50;Thursday;Sugar;12;15.12
Sodapop;1185732;08/12/2022;1;Midwest;South Dakota;Fanta;Soda;$0.50 ;2;50;Friday;Sugar;12;32.61
Sodapop;1185732;08/12/2022;1;Midwest;South Dakota;Powerade;Sports Drink;$0.60 ;2;50;Saturday;Sugar;12;25.16
Sodapop;1185732;08/12/2022;1;Midwest;South Dakota;Dasani Water;Water;$0.65 ;3;50;Sunday;No Sugar;12;28.95
Sodapop;1185732;06/01/2022;1;Midwest;North Dakota;Coca-Cola;Soda;$0.30 ;4.5;2;Monday;Sugar;12;30.29
Sodapop;1185732;06/01/2022;1;Midwest;North Dakota;Diet Coke;Soda;$0.30 ;2.5;2;Tuesday;No Sugar;12;24.25
Sodapop;1185732;06/01/2022;1;Midwest;North Dakota;Sprite;Soda;$0.20 ;2.5;2;Wednesday;Sugar;12;33.03
Sodapop;1185732;06/01/2022;1;Midwest;North Dakota;Fanta;Soda;$0.25 ;1;2;Thursday;Sugar;12;37.67
Sodapop;1185732;06/01/2022;1;Midwest;North Dakota;Powerade;Sports Drink;$0.40 ;1.5;2;Friday;Sugar;12;25.09
Sodapop;1185732;06/01/2022;1;Midwest;North Dakota;Dasani Water;Water;$0.30 ;2.5;2;Saturday;No Sugar;12;6.74
Sodapop;1185732;06/02/2022;1;Midwest;North Dakota;Coca-Cola;Soda;$0.30 ;5;7;Sunday;Sugar;12;25.9
Sodapop;1185732;06/02/2022;1;Midwest;North Dakota;Diet Coke;Soda;$0.30 ;1.5;7;Monday;No Sugar;12;26.92
Sodapop;1185732;06/02/2022;1;Midwest;North Dakota;Sprite;Soda;$0.20 ;2;7;Tuesday;Sugar;12;26.02
Sodapop;1185732;06/02/2022;1;Midwest;North Dakota;Fanta;Soda;$0.25 ;750;7;Wednesday;Sugar;12;22.91
Sodapop;1185732;06/02/2022;1;Midwest;North Dakota;Powerade;Sports Drink;$0.40 ;1.5;7;Thursday;Sugar;12;8.3
Sodapop;1185732;06/02/2022;1;Midwest;North Dakota;Dasani Water;Water;$0.15 ;2.5;7;Friday;No Sugar;12;5.18
Sodapop;1185732;05/03/2022;1;Midwest;North Dakota;Coca-Cola;Soda;$0.20 ;4.7;10;Saturday;Sugar;12;18.99
Sodapop;1185732;05/03/2022;1;Midwest;North Dakota;Diet Coke;Soda;$0.20 ;1.75;10;Sunday;No Sugar;12;35.33
Sodapop;1185732;05/03/2022;1;Midwest;North Dakota;Sprite;Soda;$0.10 ;2.25;10;Monday;Sugar;12;16.28
Sodapop;1185732;05/03/2022;1;Midwest;North Dakota;Fanta;Soda;$0.15 ;1;10;Tuesday;Sugar;12;36.45
Sodapop;1185732;05/03/2022;1;Midwest;North Dakota;Powerade;Sports Drink;$0.30 ;1.5;10;Wednesday;Sugar;12;27.73
Sodapop;1185732;05/03/2022;1;Midwest;North Dakota;Dasani Water;Water;$0.20 ;2.5;10;Thursday;No Sugar;12;8.65
Sodapop;1185732;06/04/2022;1;Midwest;North Dakota;Coca-Cola;Soda;$0.20 ;4.75;15;Friday;Sugar;12;17.11
Sodapop;1185732;06/04/2022;1;Midwest;North Dakota;Diet Coke;Soda;$0.20 ;1.75;15;Saturday;No Sugar;12;9.7
Sodapop;1185732;06/04/2022;1;Midwest;North Dakota;Sprite;Soda;$0.10 ;1.75;15;Sunday;Sugar;12;9.89
Sodapop;1185732;06/04/2022;1;Midwest;North Dakota;Fanta;Soda;$0.15 ;1;15;Monday;Sugar;12;8.24
Sodapop;1185732;06/04/2022;1;Midwest;North Dakota;Powerade;Sports Drink;$0.60 ;1.25;15;Tuesday;Sugar;12;20.65
Sodapop;1185732;06/04/2022;1;Midwest;North Dakota;Dasani Water;Water;$0.50 ;2.5;15;Wednesday;No Sugar;12;18.12
Sodapop;1185732;07/05/2022;1;Midwest;North Dakota;Coca-Cola;Soda;$0.60 ;5.2;19;Thursday;Sugar;12;34.23
Sodapop;1185732;07/05/2022;1;Midwest;North Dakota;Diet Coke;Soda;$0.40 ;2.25;19;Friday;No Sugar;12;39.17
Sodapop;1185732;07/05/2022;1;Midwest;North Dakota;Sprite;Soda;$0.35 ;2;19;Saturday;Sugar;12;6.16
Sodapop;1185732;07/05/2022;1;Midwest;North Dakota;Fanta;Soda;$0.35 ;1.25;19;Sunday;Sugar;12;30.25
Sodapop;1185732;07/05/2022;1;Midwest;North Dakota;Powerade;Sports Drink;$0.45 ;1.5;19;Monday;Sugar;12;5.84
Sodapop;1185732;07/05/2022;1;Midwest;North Dakota;Dasani Water;Water;$0.50 ;2.75;19;Tuesday;No Sugar;12;23.36
Sodapop;1185732;06/06/2022;1;Midwest;North Dakota;Coca-Cola;Soda;$0.35 ;5.25;24;Wednesday;Sugar;12;33.79
Sodapop;1185732;06/06/2022;1;Midwest;North Dakota;Diet Coke;Soda;$0.30 ;2.75;24;Thursday;No Sugar;12;13.87
Sodapop;1185732;06/06/2022;1;Midwest;North Dakota;Sprite;Soda;$0.25 ;2;24;Friday;Sugar;12;37.31
Sodapop;1185732;06/06/2022;1;Midwest;North Dakota;Fanta;Soda;$0.25 ;1.75;24;Saturday;Sugar;12;17.77
Sodapop;1185732;06/06/2022;1;Midwest;North Dakota;Powerade;Sports Drink;$0.35 ;1.75;24;Sunday;Sugar;12;36.45
Sodapop;1185732;06/06/2022;1;Midwest;North Dakota;Dasani Water;Water;$0.55 ;3.25;24;Monday;No Sugar;12;23.29
Sodapop;1185732;05/07/2022;1;Midwest;North Dakota;Coca-Cola;Soda;$0.50 ;5.5;28;Tuesday;Sugar;12;36.45
Sodapop;1185732;05/07/2022;1;Midwest;North Dakota;Diet Coke;Soda;$0.45 ;3;28;Wednesday;No Sugar;12;34.62
Sodapop;1185732;05/07/2022;1;Midwest;North Dakota;Sprite;Soda;$0.40 ;2.25;28;Thursday;Sugar;12;34.55
Sodapop;1185732;05/07/2022;1;Midwest;North Dakota;Fanta;Soda;$0.40 ;1.75;28;Friday;Sugar;12;38.19
Sodapop;1185732;05/07/2022;1;Midwest;North Dakota;Powerade;Sports Drink;$0.50 ;2;28;Saturday;Sugar;12;10.55
Sodapop;1185732;05/07/2022;1;Midwest;North Dakota;Dasani Water;Water;$0.55 ;3.75;28;Sunday;No Sugar;12;23.13
Sodapop;1185732;06/08/2022;1;Midwest;North Dakota;Coca-Cola;Soda;$0.50 ;5.25;32;Monday;Sugar;12;26.97
Sodapop;1185732;06/08/2022;1;Midwest;North Dakota;Diet Coke;Soda;$0.45 ;3;32;Tuesday;No Sugar;12;33.63
Sodapop;1185732;06/08/2022;1;Midwest;North Dakota;Sprite;Soda;$0.40 ;2.25;32;Wednesday;Sugar;12;38.46
Sodapop;1185732;06/08/2022;1;Midwest;North Dakota;Fanta;Soda;$0.40 ;2;32;Thursday;Sugar;12;24.15
Sodapop;1185732;06/08/2022;1;Midwest;North Dakota;Powerade;Sports Drink;$0.50 ;1.75;32;Friday;Sugar;12;27.82
Sodapop;1185732;06/08/2022;1;Midwest;North Dakota;Dasani Water;Water;$0.55 ;3.5;32;Saturday;No Sugar;12;23.54
Sodapop;1185732;07/09/2022;1;Midwest;North Dakota;Coca-Cola;Soda;$0.35 ;4.75;37;Sunday;Sugar;12;26.63
Sodapop;1185732;07/09/2022;1;Midwest;North Dakota;Diet Coke;Soda;$0.30 ;2.75;37;Monday;No Sugar;12;31.76
Sodapop;1185732;07/09/2022;1;Midwest;North Dakota;Sprite;Soda;$0.25 ;1.75;37;Tuesday;Sugar;12;26.77
Sodapop;1185732;07/09/2022;1;Midwest;North Dakota;Fanta;Soda;$0.25 ;1.5;37;Wednesday;Sugar;12;34.41
Sodapop;1185732;07/09/2022;1;Midwest;North Dakota;Powerade;Sports Drink;$0.35 ;1.5;37;Thursday;Sugar;12;35.82
Sodapop;1185732;07/09/2022;1;Midwest;North Dakota;Dasani Water;Water;$0.40 ;2.25;37;Friday;No Sugar;12;24.35
Sodapop;1185732;06/10/2022;1;Midwest;North Dakota;Coca-Cola;Soda;$0.45 ;4;41;Saturday;Sugar;12;6.29
Sodapop;1185732;06/10/2022;1;Midwest;North Dakota;Diet Coke;Soda;$0.35 ;2.5;41;Sunday;No Sugar;12;36.25
Sodapop;1185732;06/10/2022;1;Midwest;North Dakota;Sprite;Soda;$0.35 ;1.5;41;Monday;Sugar;12;21.46
Sodapop;1185732;06/10/2022;1;Midwest;North Dakota;Fanta;Soda;$0.35 ;1.25;41;Tuesday;Sugar;12;30.84
Sodapop;1185732;06/10/2022;1;Midwest;North Dakota;Powerade;Sports Drink;$0.45 ;1.25;41;Wednesday;Sugar;12;7.67
Sodapop;1185732;06/10/2022;1;Midwest;North Dakota;Dasani Water;Water;$0.50 ;2.5;41;Thursday;No Sugar;12;23.23
Sodapop;1185732;06/11/2022;1;Midwest;North Dakota;Coca-Cola;Soda;$0.45 ;4;46;Friday;Sugar;12;39.45
Sodapop;1185732;06/11/2022;1;Midwest;North Dakota;Diet Coke;Soda;$0.35 ;2.75;46;Saturday;No Sugar;12;12.06
Sodapop;1185732;06/11/2022;1;Midwest;North Dakota;Sprite;Soda;$0.35 ;2.2;46;Sunday;Sugar;12;12.02
Sodapop;1185732;06/11/2022;1;Midwest;North Dakota;Fanta;Soda;$0.35 ;2;46;Monday;Sugar;12;31.29
Sodapop;1185732;06/11/2022;1;Midwest;North Dakota;Powerade;Sports Drink;$0.60 ;1.75;46;Tuesday;Sugar;12;25.57
Sodapop;1185732;06/11/2022;1;Midwest;North Dakota;Dasani Water;Water;$0.65 ;2.75;46;Wednesday;No Sugar;12;27.41
Sodapop;1185732;05/12/2022;1;Midwest;North Dakota;Coca-Cola;Soda;$0.60 ;5.25;50;Thursday;Sugar;12;35.89
Sodapop;1185732;05/12/2022;1;Midwest;North Dakota;Diet Coke;Soda;$0.50 ;3.25;50;Friday;No Sugar;12;11.63
Sodapop;1185732;05/12/2022;1;Midwest;North Dakota;Sprite;Soda;$0.50 ;2.75;50;Saturday;Sugar;12;12.88
Sodapop;1185732;05/12/2022;1;Midwest;North Dakota;Fanta;Soda;$0.50 ;2.25;50;Sunday;Sugar;12;10.34
Sodapop;1185732;05/12/2022;1;Midwest;North Dakota;Powerade;Sports Drink;$0.60 ;2.25;50;Monday;Sugar;12;9.21
Sodapop;1185732;05/12/2022;1;Midwest;North Dakota;Dasani Water;Water;$0.65 ;3.25;50;Tuesday;No Sugar;12;35.04
Sodapop;1185732;03/01/2022;1;Midwest;Iowa;Coca-Cola;Soda;$0.30 ;4.5;2;Wednesday;Sugar;57;7.26
Sodapop;1185732;03/01/2022;1;Midwest;Iowa;Diet Coke;Soda;$0.30 ;2.5;2;Thursday;No Sugar;57;30.39
Sodapop;1185732;03/01/2022;1;Midwest;Iowa;Sprite;Soda;$0.20 ;2.5;2;Friday;Sugar;57;28.64
Sodapop;1185732;03/01/2022;1;Midwest;Iowa;Fanta;Soda;$0.25 ;1;2;Saturday;Sugar;57;24.83
Sodapop;1185732;03/01/2022;1;Midwest;Iowa;Powerade;Sports Drink;$0.40 ;1.5;2;Sunday;Sugar;57;14.41
Sodapop;1185732;03/01/2022;1;Midwest;Iowa;Dasani Water;Water;$0.30 ;2.5;2;Monday;No Sugar;57;13.34
Sodapop;1185732;03/02/2022;1;Midwest;Iowa;Coca-Cola;Soda;$0.30 ;5;6;Tuesday;Sugar;57;5.03
Sodapop;1185732;03/02/2022;1;Midwest;Iowa;Diet Coke;Soda;$0.30 ;1.5;6;Wednesday;No Sugar;57;27.29
Sodapop;1185732;03/02/2022;1;Midwest;Iowa;Sprite;Soda;$0.20 ;2;6;Thursday;Sugar;57;35.58
Sodapop;1185732;03/02/2022;1;Midwest;Iowa;Fanta;Soda;$0.25 ;750;6;Friday;Sugar;57;34.01
Sodapop;1185732;03/02/2022;1;Midwest;Iowa;Powerade;Sports Drink;$0.40 ;1.5;6;Saturday;Sugar;57;31.69
Sodapop;1185732;03/02/2022;1;Midwest;Iowa;Dasani Water;Water;$0.15 ;2.5;6;Sunday;No Sugar;57;8.23
Sodapop;1185732;02/03/2022;1;Midwest;Iowa;Coca-Cola;Soda;$0.20 ;4.7;10;Monday;Sugar;57;30.45
Sodapop;1185732;02/03/2022;1;Midwest;Iowa;Diet Coke;Soda;$0.20 ;1.75;10;Tuesday;No Sugar;57;12.72
Sodapop;1185732;02/03/2022;1;Midwest;Iowa;Sprite;Soda;$0.10 ;2.25;10;Wednesday;Sugar;57;21.95
Sodapop;1185732;02/03/2022;1;Midwest;Iowa;Fanta;Soda;$0.15 ;750;10;Thursday;Sugar;57;39.21
Sodapop;1185732;02/03/2022;1;Midwest;Iowa;Powerade;Sports Drink;$0.30 ;1.25;10;Friday;Sugar;57;9.41
Sodapop;1185732;02/03/2022;1;Midwest;Iowa;Dasani Water;Water;$0.20 ;2.25;10;Saturday;No Sugar;57;32.46
Sodapop;1185732;03/04/2022;1;Midwest;Iowa;Coca-Cola;Soda;$0.20 ;4.5;15;Sunday;Sugar;57;21.56
Sodapop;1185732;03/04/2022;1;Midwest;Iowa;Diet Coke;Soda;$0.20 ;1.5;15;Monday;No Sugar;57;37.27
Sodapop;1185732;03/04/2022;1;Midwest;Iowa;Sprite;Soda;$0.10 ;1.5;15;Tuesday;Sugar;57;32.4
Sodapop;1185732;03/04/2022;1;Midwest;Iowa;Fanta;Soda;$0.15 ;750;15;Wednesday;Sugar;57;21.24
Sodapop;1185732;03/04/2022;1;Midwest;Iowa;Powerade;Sports Drink;$0.60 ;1;15;Thursday;Sugar;57;8.36
Sodapop;1185732;03/04/2022;1;Midwest;Iowa;Dasani Water;Water;$0.50 ;2.25;15;Friday;No Sugar;57;10.54
Sodapop;1185732;04/05/2022;1;Midwest;Iowa;Coca-Cola;Soda;$0.60 ;4.95;19;Saturday;Sugar;57;11.78
Sodapop;1185732;04/05/2022;1;Midwest;Iowa;Diet Coke;Soda;$0.40 ;2;19;Sunday;No Sugar;57;38.74
Sodapop;1185732;04/05/2022;1;Midwest;Iowa;Sprite;Soda;$0.35 ;1.75;19;Monday;Sugar;57;33.91
Sodapop;1185732;04/05/2022;1;Midwest;Iowa;Fanta;Soda;$0.35 ;1.5;19;Tuesday;Sugar;57;9.46
Sodapop;1185732;04/05/2022;1;Midwest;Iowa;Powerade;Sports Drink;$0.45 ;1.75;19;Wednesday;Sugar;57;13.65
Sodapop;1185732;04/05/2022;1;Midwest;Iowa;Dasani Water;Water;$0.50 ;3;19;Thursday;No Sugar;57;37.49
Sodapop;1185732;03/06/2022;1;Midwest;Iowa;Coca-Cola;Soda;$0.35 ;5.5;23;Friday;Sugar;57;17.86
Sodapop;1185732;03/06/2022;1;Midwest;Iowa;Diet Coke;Soda;$0.30 ;3;23;Saturday;No Sugar;57;7.2
Sodapop;1185732;03/06/2022;1;Midwest;Iowa;Sprite;Soda;$0.25 ;2;23;Sunday;Sugar;57;36.28
Sodapop;1185732;03/06/2022;1;Midwest;Iowa;Fanta;Soda;$0.25 ;1.75;23;Monday;Sugar;57;24.3
Sodapop;1185732;03/06/2022;1;Midwest;Iowa;Powerade;Sports Drink;$0.35 ;1.75;23;Tuesday;Sugar;57;35.27
Sodapop;1185732;03/06/2022;1;Midwest;Iowa;Dasani Water;Water;$0.55 ;3.25;23;Wednesday;No Sugar;57;18.19
Sodapop;1185732;02/07/2022;1;Midwest;Iowa;Coca-Cola;Soda;$0.50 ;5.5;27;Thursday;Sugar;57;11.78
Sodapop;1185732;02/07/2022;1;Midwest;Iowa;Diet Coke;Soda;$0.45 ;3;27;Friday;No Sugar;57;23.06
Sodapop;1185732;02/07/2022;1;Midwest;Iowa;Sprite;Soda;$0.40 ;2.25;27;Saturday;Sugar;57;25.16
Sodapop;1185732;02/07/2022;1;Midwest;Iowa;Fanta;Soda;$0.40 ;1.75;27;Sunday;Sugar;57;32.52
Sodapop;1185732;02/07/2022;1;Midwest;Iowa;Powerade;Sports Drink;$0.50 ;2;27;Monday;Sugar;57;21.95
Sodapop;1185732;02/07/2022;1;Midwest;Iowa;Dasani Water;Water;$0.55 ;3.75;27;Tuesday;No Sugar;57;5.41
Sodapop;1185732;03/08/2022;1;Midwest;Iowa;Coca-Cola;Soda;$0.50 ;5.25;32;Wednesday;Sugar;57;17.64
Sodapop;1185732;03/08/2022;1;Midwest;Iowa;Diet Coke;Soda;$0.45 ;3;32;Thursday;No Sugar;57;18.64
Sodapop;1185732;03/08/2022;1;Midwest;Iowa;Sprite;Soda;$0.40 ;2.25;32;Friday;Sugar;57;5.58
Sodapop;1185732;03/08/2022;1;Midwest;Iowa;Fanta;Soda;$0.40 ;2;32;Saturday;Sugar;57;26.96
Sodapop;1185732;03/08/2022;1;Midwest;Iowa;Powerade;Sports Drink;$0.50 ;1.75;32;Sunday;Sugar;57;8.78
Sodapop;1185732;03/08/2022;1;Midwest;Iowa;Dasani Water;Water;$0.55 ;3.5;32;Monday;No Sugar;57;14.25
Sodapop;1185732;04/09/2022;1;Midwest;Iowa;Coca-Cola;Soda;$0.35 ;4.75;37;Tuesday;Sugar;57;12.75
Sodapop;1185732;04/09/2022;1;Midwest;Iowa;Diet Coke;Soda;$0.30 ;2.5;37;Wednesday;No Sugar;57;39.33
Sodapop;1185732;04/09/2022;1;Midwest;Iowa;Sprite;Soda;$0.25 ;1.5;37;Thursday;Sugar;57;30.32
Sodapop;1185732;04/09/2022;1;Midwest;Iowa;Fanta;Soda;$0.25 ;1.25;37;Friday;Sugar;57;11.52
Sodapop;1185732;04/09/2022;1;Midwest;Iowa;Powerade;Sports Drink;$0.35 ;1.25;37;Saturday;Sugar;57;20.87
Sodapop;1185732;04/09/2022;1;Midwest;Iowa;Dasani Water;Water;$0.40 ;2;37;Sunday;No Sugar;57;24.23
Sodapop;1185732;03/10/2022;1;Midwest;Iowa;Coca-Cola;Soda;$0.45 ;3.75;41;Monday;Sugar;57;38.82
Sodapop;1185732;03/10/2022;1;Midwest;Iowa;Diet Coke;Soda;$0.35 ;2.25;41;Tuesday;No Sugar;57;39.37
Sodapop;1185732;03/10/2022;1;Midwest;Iowa;Sprite;Soda;$0.35 ;1.25;41;Wednesday;Sugar;57;24.38
Sodapop;1185732;03/10/2022;1;Midwest;Iowa;Fanta;Soda;$0.35 ;1.25;41;Thursday;Sugar;57;32.07
Sodapop;1185732;03/10/2022;1;Midwest;Iowa;Powerade;Sports Drink;$0.45 ;1.25;41;Friday;Sugar;57;35.3
Sodapop;1185732;03/10/2022;1;Midwest;Iowa;Dasani Water;Water;$0.50 ;2.5;41;Saturday;No Sugar;57;7.75
Sodapop;1185732;03/11/2022;1;Midwest;Iowa;Coca-Cola;Soda;$0.45 ;4;45;Sunday;Sugar;57;23.23
Sodapop;1185732;03/11/2022;1;Midwest;Iowa;Diet Coke;Soda;$0.35 ;3;45;Monday;No Sugar;57;6.64
Sodapop;1185732;03/11/2022;1;Midwest;Iowa;Sprite;Soda;$0.35 ;2.45;45;Tuesday;Sugar;57;31.28
Sodapop;1185732;03/11/2022;1;Midwest;Iowa;Fanta;Soda;$0.35 ;2.25;45;Wednesday;Sugar;57;32.33
Sodapop;1185732;03/11/2022;1;Midwest;Iowa;Powerade;Sports Drink;$0.60 ;2;45;Thursday;Sugar;57;33.61
Sodapop;1185732;03/11/2022;1;Midwest;Iowa;Dasani Water;Water;$0.65 ;3;45;Friday;No Sugar;57;31.54
Sodapop;1185732;02/12/2022;1;Midwest;Iowa;Coca-Cola;Soda;$0.60 ;5.5;49;Saturday;Sugar;57;28.6
Sodapop;1185732;02/12/2022;1;Midwest;Iowa;Diet Coke;Soda;$0.50 ;3.5;49;Sunday;No Sugar;57;23.5
Sodapop;1185732;02/12/2022;1;Midwest;Iowa;Sprite;Soda;$0.50 ;3;49;Monday;Sugar;57;22.77
Sodapop;1185732;02/12/2022;1;Midwest;Iowa;Fanta;Soda;$0.50 ;2.5;49;Tuesday;Sugar;57;21.08
Sodapop;1185732;02/12/2022;1;Midwest;Iowa;Powerade;Sports Drink;$0.60 ;2.5;49;Wednesday;Sugar;57;6.42
Sodapop;1185732;02/12/2022;1;Midwest;Iowa;Dasani Water;Water;$0.65 ;3.5;49;Thursday;No Sugar;57;17.59
Sodapop;1185732;10/01/2022;1;Midwest;Wisconsin;Coca-Cola;Soda;$0.35 ;5;3;Friday;Sugar;107;18.6
Sodapop;1185732;10/01/2022;1;Midwest;Wisconsin;Diet Coke;Soda;$0.35 ;3;3;Saturday;No Sugar;107;32.1
Sodapop;1185732;10/01/2022;1;Midwest;Wisconsin;Sprite;Soda;$0.25 ;3;3;Sunday;Sugar;107;20.41
Sodapop;1185732;10/01/2022;1;Midwest;Wisconsin;Fanta;Soda;$0.30 ;1.5;3;Monday;Sugar;107;21.82
Sodapop;1185732;10/01/2022;1;Midwest;Wisconsin;Powerade;Sports Drink;$0.45 ;2;3;Tuesday;Sugar;107;28.09
Sodapop;1185732;10/01/2022;1;Midwest;Wisconsin;Dasani Water;Water;$0.35 ;3;3;Wednesday;No Sugar;107;8.48
Sodapop;1185732;10/02/2022;1;Midwest;Wisconsin;Coca-Cola;Soda;$0.35 ;5.5;7;Thursday;Sugar;107;38.28
Sodapop;1185732;10/02/2022;1;Midwest;Wisconsin;Diet Coke;Soda;$0.35 ;2;7;Friday;No Sugar;107;31.48
Sodapop;1185732;10/02/2022;1;Midwest;Wisconsin;Sprite;Soda;$0.25 ;2.5;7;Saturday;Sugar;107;39.36
Sodapop;1185732;10/02/2022;1;Midwest;Wisconsin;Fanta;Soda;$0.30 ;1.25;7;Sunday;Sugar;107;17.45
Sodapop;1185732;10/02/2022;1;Midwest;Wisconsin;Powerade;Sports Drink;$0.45 ;2;7;Monday;Sugar;107;23.21
Sodapop;1185732;10/02/2022;1;Midwest;Wisconsin;Dasani Water;Water;$0.20 ;3;7;Tuesday;No Sugar;107;10.15
Sodapop;1185732;09/03/2022;1;Midwest;Wisconsin;Coca-Cola;Soda;$0.25 ;5.2;11;Wednesday;Sugar;107;26.67
Sodapop;1185732;09/03/2022;1;Midwest;Wisconsin;Diet Coke;Soda;$0.25 ;2.25;11;Thursday;No Sugar;107;32.24
Sodapop;1185732;09/03/2022;1;Midwest;Wisconsin;Sprite;Soda;$0.15 ;2.75;11;Friday;Sugar;107;26.41
Sodapop;1185732;09/03/2022;1;Midwest;Wisconsin;Fanta;Soda;$0.20 ;1.25;11;Saturday;Sugar;107;33.81
Sodapop;1185732;09/03/2022;1;Midwest;Wisconsin;Powerade;Sports Drink;$0.35 ;1.75;11;Sunday;Sugar;107;36.79
Sodapop;1185732;09/03/2022;1;Midwest;Wisconsin;Dasani Water;Water;$0.25 ;2.75;11;Monday;No Sugar;107;30.32
Sodapop;1185732;10/04/2022;1;Midwest;Wisconsin;Coca-Cola;Soda;$0.25 ;5;16;Tuesday;Sugar;107;26.03
Sodapop;1185732;10/04/2022;1;Midwest;Wisconsin;Diet Coke;Soda;$0.25 ;2;16;Wednesday;No Sugar;107;6.24
Sodapop;1185732;10/04/2022;1;Midwest;Wisconsin;Sprite;Soda;$0.15 ;2;16;Thursday;Sugar;107;36.73
Sodapop;1185732;10/04/2022;1;Midwest;Wisconsin;Fanta;Soda;$0.20 ;1.25;16;Friday;Sugar;107;24.24
Sodapop;1185732;10/04/2022;1;Midwest;Wisconsin;Powerade;Sports Drink;$0.65 ;1.5;16;Saturday;Sugar;107;34.87
Sodapop;1185732;10/04/2022;1;Midwest;Wisconsin;Dasani Water;Water;$0.50 ;2.75;16;Sunday;No Sugar;107;26.46
Sodapop;1185732;11/05/2022;1;Midwest;Wisconsin;Coca-Cola;Soda;$0.60 ;5.45;20;Monday;Sugar;107;5.62
Sodapop;1185732;11/05/2022;1;Midwest;Wisconsin;Diet Coke;Soda;$0.40 ;2.5;20;Tuesday;No Sugar;107;32.24
Sodapop;1185732;11/05/2022;1;Midwest;Wisconsin;Sprite;Soda;$0.35 ;2.25;20;Wednesday;Sugar;107;35.48
Sodapop;1185732;11/05/2022;1;Midwest;Wisconsin;Fanta;Soda;$0.35 ;1.75;20;Thursday;Sugar;107;38.63
Sodapop;1185732;11/05/2022;1;Midwest;Wisconsin;Powerade;Sports Drink;$0.45 ;2;20;Friday;Sugar;107;17.98
Sodapop;1185732;11/05/2022;1;Midwest;Wisconsin;Dasani Water;Water;$0.55 ;3.25;20;Saturday;No Sugar;107;23.18
Sodapop;1185732;10/06/2022;1;Midwest;Wisconsin;Coca-Cola;Soda;$0.40 ;5.75;24;Sunday;Sugar;107;33.33
Sodapop;1185732;10/06/2022;1;Midwest;Wisconsin;Diet Coke;Soda;$0.35 ;3.25;24;Monday;No Sugar;107;34.88
Sodapop;1185732;10/06/2022;1;Midwest;Wisconsin;Sprite;Soda;$0.30 ;2;24;Tuesday;Sugar;107;10.52
Sodapop;1185732;10/06/2022;1;Midwest;Wisconsin;Fanta;Soda;$0.30 ;1.75;24;Wednesday;Sugar;107;23.2
